token,index,energy,entropy,info_score
##ucible,21104,5.4628,9.4434,17.6219
ю,1209,5.6860,9.2681,17.6096
248,24568,6.1049,8.9781,17.6041
##tology,23479,5.4726,9.4163,17.5856
richer,26108,5.5822,9.3293,17.5799
mx,25630,5.5521,9.3450,17.5665
cola,15270,5.5040,9.3741,17.5522
197,19975,5.9692,9.0324,17.5365
##chenko,25872,5.4792,9.3847,17.5361
##cter,21162,5.3668,9.4688,17.5276
regis,20588,5.4038,9.4385,17.5262
##ulton,22145,5.5253,9.3423,17.5232
##kas,13716,5.4838,9.3705,17.5162
##tec,26557,5.4517,9.3917,17.5094
##mura,16069,5.4657,9.3787,17.5055
##upt,29441,5.4102,9.4123,17.4871
##liga,14715,5.3775,9.4352,17.4814
##iano,15668,5.4561,9.3588,17.4544
##ratic,23671,5.3847,9.4084,17.4423
##combe,14149,5.3808,9.4054,17.4309
##see,19763,5.3140,9.4580,17.4289
##inian,15830,5.3794,9.4051,17.4284
##mail,21397,5.3803,9.4038,17.4272
##ioned,19798,5.3398,9.4324,17.4203
##aire,14737,5.3801,9.3917,17.4045
##thed,23816,5.2833,9.4613,17.3889
magdalena,23984,5.4971,9.2858,17.3770
##sd,16150,5.3506,9.3971,17.3709
##ined,21280,5.3082,9.4304,17.3693
##isms,22556,5.3530,9.3890,17.3596
##uis,27020,5.3474,9.3921,17.3571
##nto,13663,5.3614,9.3806,17.3564
##ude,12672,5.3702,9.3725,17.3543
##dication,25027,5.3154,9.4118,17.3458
pea,26034,5.3548,9.3727,17.3321
volta,26089,5.3073,9.4104,17.3312
aix,28443,5.3669,9.3591,17.3248
