token,index,energy,entropy,info_score
##brick,25646,4.1877,9.4521,15.5609
##lma,19145,4.1925,9.4460,15.5594
##vity,24872,4.1525,9.4881,15.5555
##xin,20303,4.2116,9.4034,15.5239
##cao,20808,4.1477,9.4738,15.5232
##hre,28362,4.1761,9.4403,15.5204
##abia,29039,4.1297,9.4921,15.5201
##cius,25393,4.1339,9.4872,15.5197
##tology,23479,4.1108,9.5111,15.5160
##tura,27431,4.1741,9.4393,15.5152
317,26628,4.5045,9.0851,15.4951
##uda,14066,4.1379,9.4646,15.4901
##lley,25105,4.1704,9.4271,15.4882
##ratic,23671,4.1213,9.4779,15.4812
##amo,22591,4.1282,9.4489,15.4467
##rsa,22381,4.1128,9.4559,15.4297
##ssler,23385,4.1637,9.3976,15.4276
##lding,24573,4.1167,9.4496,15.4266
##wai,21547,4.0845,9.4754,15.4088
##pta,22799,4.1649,9.3790,15.3992
##kti,22462,4.0977,9.4432,15.3809
##you,29337,4.0702,9.4739,15.3798
##jord,24876,4.0791,9.4624,15.3777
248,24568,4.4068,9.1109,15.3761
##ckle,19250,4.0495,9.4913,15.3691
##dara,25329,4.0868,9.4480,15.3686
242,22431,4.3379,9.1724,15.3623
ю,1209,4.1132,9.4119,15.3586
##ood,17139,4.0623,9.4656,15.3516
323,25392,4.3634,9.1400,15.3516
##venor,26806,4.0482,9.4790,15.3467
##church,22743,4.0392,9.4654,15.3079
##upt,29441,4.0019,9.5045,15.3006
##ining,24002,4.0551,9.4413,15.2986
##rse,22573,4.0429,9.4500,15.2899
##tec,26557,4.0132,9.4758,15.2757
273,25371,4.3982,9.0543,15.2660
##dication,25027,3.9929,9.4935,15.2658
##scan,29378,4.0347,9.4338,15.2484
##uchi,15217,4.0268,9.4374,15.2394
##inian,15830,4.0009,9.4658,15.2363
##sos,17063,4.0058,9.4575,15.2323
##mage,26860,3.9777,9.4860,15.2246
##mere,13759,3.9829,9.4762,15.2190
##ginal,24965,3.9537,9.5091,15.2159
##amine,19915,3.9710,9.4849,15.2101
iata,9833,3.9204,9.5432,15.2060
gael,28151,3.9703,9.4761,15.1947
knesset,27899,3.9495,9.4997,15.1926
##ovo,16059,3.9857,9.4553,15.1906
##ested,17944,3.9230,9.5287,15.1880
##rva,19146,3.9876,9.4501,15.1860
##lent,16136,3.9297,9.5119,15.1740
##tad,17713,3.9675,9.4633,15.1690
##chenko,25872,3.9541,9.4777,15.1663
##bilis,27965,3.9372,9.4933,15.1589
197,19975,4.2814,9.1051,15.1526
##ffe,16020,3.9481,9.4732,15.1476
##itung,28813,3.9019,9.5257,15.1423
##uw,25974,3.9641,9.4436,15.1309
##sdale,15145,3.9462,9.4645,15.1301
##bourg,20431,3.9344,9.4762,15.1263
##otype,26305,3.8803,9.5350,15.1149
##kker,23793,3.9713,9.4125,15.0946
##yme,25219,3.9230,9.4613,15.0805
##jhl,29001,3.8972,9.4835,15.0660
##kor,21815,3.9691,9.3881,15.0512
##kat,24498,3.8759,9.4876,15.0311
##ight,18743,3.8977,9.4599,15.0295
##bies,20536,3.8581,9.5052,15.0244
##rcle,21769,3.8420,9.5245,15.0232
##ude,12672,3.8941,9.4556,15.0158
##ettes,26592,3.8972,9.4503,15.0134
##ctuated,25638,3.8335,9.5249,15.0072
##pose,20688,3.8485,9.4996,14.9966
##uis,27020,3.8558,9.4788,14.9780
##liga,14715,3.8272,9.5136,14.9769
##iji,27821,3.8835,9.4426,14.9747
##ined,21280,3.8210,9.5198,14.9744
##nl,20554,3.8649,9.4621,14.9694
##spar,27694,3.8424,9.4885,14.9673
##basket,25351,3.7857,9.5576,14.9637
boca,22765,3.8873,9.4302,14.9624
##hil,19466,3.8763,9.4422,14.9601
##lund,18028,3.8554,9.4590,14.9460
##weiler,22384,3.8491,9.4656,14.9443
##west,19650,3.8491,9.4512,14.9216
volta,26089,3.8117,9.4971,14.9204
florian,29517,3.9415,9.3334,14.9117
##gard,13444,3.7921,9.4962,14.8802
##itaire,29422,3.7671,9.5252,14.8760
##thed,23816,3.7655,9.5252,14.8727
##uts,16446,3.8178,9.4583,14.8715
##pes,10374,3.8006,9.4774,14.8675
##bis,18477,3.8153,9.4543,14.8602
##lford,23211,3.8275,9.4213,14.8322
turing,28639,3.7458,9.5174,14.8211
##ounded,26240,3.7651,9.4916,14.8195
##force,14821,3.7431,9.5108,14.8052
tung,27079,3.7960,9.4374,14.7958
##aire,14737,3.7378,9.5084,14.7911
##uded,13936,3.7210,9.5224,14.7789
##vio,25500,3.7854,9.4387,14.7768
##ے,29846,3.7460,9.4862,14.7728
##nosis,27109,3.7323,9.5024,14.7706
##dhar,25632,3.7799,9.4413,14.7702
##rien,23144,3.7408,9.4846,14.7600
donetsk,29151,3.7966,9.4092,14.7527
##rocity,21735,3.7230,9.4974,14.7441
##rned,21119,3.6877,9.5430,14.7432
bosch,25936,3.7735,9.4313,14.7418
##ctor,16761,3.7171,9.4960,14.7302
##nish,24014,3.7116,9.4892,14.7085
antilles,27695,3.7018,9.4964,14.6999
##pressive,27484,3.6837,9.5125,14.6882
##nto,13663,3.7100,9.4628,14.6643
##forth,15628,3.6866,9.4915,14.6616
sino,19432,3.7321,9.4156,14.6354
